2大型汽车3-11-1至2大型汽车4-4-30注销车辆信息,,,
号牌种类,号牌号码,燃料种类,出厂日期
大型汽车,A05294,柴油,1990/4/26
大型汽车,A14367,柴油,1990/5/1
大型汽车,A14365,柴油,1990/5/1
大型汽车,A11083,柴油,1990/5/1
大型汽车,A22095,柴油,1990/5/1
大型汽车,A17254,柴油,1990/5/1
大型汽车,A05406,柴油,1990/5/1
大型汽车,A10979,柴油,1990/5/1
大型汽车,A17253,柴油,1990/5/1
大型汽车,A14368,柴油,1990/5/1
大型汽车,A14178,柴油,1990/5/9
大型汽车,A19397,柴油,1990/5/20
大型汽车,A19396,柴油,1990/5/20
大型汽车,A19395,柴油,1990/5/20
大型汽车,A17527,柴油,1990/5/21
大型汽车,A17530,柴油,1990/5/21
大型汽车,A17528,柴油,1990/5/21
大型汽车,A17531,柴油,1990/5/21
大型汽车,A17526,柴油,1990/5/21
大型汽车,A21891,柴油,1990/5/31
大型汽车,A08451,柴油,1990/6/1
大型汽车,A20444,柴油,1990/6/3
大型汽车,A13085,柴油,1990/6/8
大型汽车,A05958,柴油,1990/6/20
大型汽车,A00676,柴油,1990/6/20
大型汽车,A17115,柴油,1990/7/1
大型汽车,A17164,柴油,1990/7/1
大型汽车,A17197,柴油,1990/7/1
大型汽车,A17189,柴油,1990/7/1
大型汽车,A17185,柴油,1990/7/1
大型汽车,A17184,柴油,1990/7/1
大型汽车,A17167,柴油,1990/7/1
大型汽车,A17181,柴油,1990/7/1
大型汽车,A17161,柴油,1990/7/1
大型汽车,A17116,柴油,1990/7/1
大型汽车,A17194,柴油,1990/7/1
大型汽车,A17186,柴油,1990/7/1
大型汽车,A17179,柴油,1990/7/1
大型汽车,A17193,柴油,1990/7/1
大型汽车,A17162,柴油,1990/7/1
大型汽车,A17173,柴油,1990/7/1
大型汽车,A17199,柴油,1990/7/1
大型汽车,A17114,柴油,1990/7/1
大型汽车,A17101,柴油,1990/7/1
大型汽车,A17102,柴油,1990/7/1
大型汽车,A17111,柴油,1990/7/1
大型汽车,A17107,柴油,1990/7/1
大型汽车,A17109,柴油,1990/7/1
大型汽车,A17163,柴油,1990/7/1
大型汽车,A17177,柴油,1990/7/1
大型汽车,A17169,柴油,1990/7/1
大型汽车,A17171,柴油,1990/7/1
大型汽车,A17172,柴油,1990/7/1
大型汽车,A17174,柴油,1990/7/1
大型汽车,A17176,柴油,1990/7/1
大型汽车,A20234,柴油,1990/7/1
大型汽车,A17160,柴油,1990/7/1
大型汽车,A17105,柴油,1990/7/1
大型汽车,A17112,柴油,1990/7/1
大型汽车,A20235,柴油,1990/7/1
大型汽车,A17187,柴油,1990/7/1
大型汽车,A17180,柴油,1990/7/1
大型汽车,A21361,柴油,1990/7/1
大型汽车,A21362,柴油,1990/7/1
大型汽车,A21363,柴油,1990/7/1
大型汽车,A17182,柴油,1990/7/1
大型汽车,A17120,柴油,1990/7/1
大型汽车,A17104,柴油,1990/7/1
大型汽车,A17110,柴油,1990/7/1
大型汽车,A17113,柴油,1990/7/1
大型汽车,A17168,柴油,1990/7/1
大型汽车,A17166,柴油,1990/7/1
大型汽车,A17170,柴油,1990/7/1
大型汽车,A17192,柴油,1990/7/1
大型汽车,A17191,柴油,1990/7/1
大型汽车,A17106,柴油,1990/7/1
大型汽车,A17198,柴油,1990/7/1
大型汽车,A17196,柴油,1990/7/1
大型汽车,A17195,柴油,1990/7/1
小型汽车,A03714,柴油,1990/7/1
大型汽车,A17157,柴油,1990/7/6
大型汽车,A17158,柴油,1990/7/6
大型汽车,A17156,柴油,1990/7/6
大型汽车,A17153,柴油,1990/7/6
大型汽车,A17152,柴油,1990/7/6
大型汽车,A17154,柴油,1990/7/6
大型汽车,A21257,柴油,1990/8/1
大型汽车,A20244,柴油,1990/8/1
大型汽车,A20241,柴油,1990/8/1
大型汽车,A19965,柴油,1990/8/1
大型汽车,A20240,柴油,1990/8/1
大型汽车,A20242,柴油,1990/8/1
大型汽车,A20237,柴油,1990/8/1
大型汽车,A20236,柴油,1990/8/1
大型汽车,A20245,柴油,1990/8/1
大型汽车,A21258,柴油,1990/8/1
大型汽车,A21259,柴油,1990/8/1
大型汽车,A16306,柴油,1990/8/3
大型汽车,A05432,柴油,1990/8/3
小型汽车,A01260,柴油,1990/8/6
小型汽车,A11519,柴油,1990/8/7
大型汽车,A05689,柴油,1990/8/15
低速车,A00080,柴油,1990/8/18
大型汽车,A09269,柴油,1990/9/1
大型汽车,A03343,柴油,1990/9/1
大型汽车,A03641,柴油,1990/9/1
大型汽车,A08468,柴油,1990/9/3
大型汽车,A20448,柴油,1990/9/3
大型汽车,A20450,柴油,1990/9/3
大型汽车,A20451,柴油,1990/9/3
大型汽车,A20447,柴油,1990/9/3
大型汽车,A20449,柴油,1990/9/3
大型汽车,A20445,柴油,1990/9/3
大型汽车,A20446,柴油,1990/9/3
大型汽车,A19056,柴油,1990/9/7
大型汽车,A04926,柴油,1990/9/30
大型汽车,A07604,柴油,1990/10/1
大型汽车,A00493,柴油,1990/10/1
大型汽车,A14521,柴油,1990/10/1
大型汽车,A14518,柴油,1990/10/1
大型汽车,A14514,柴油,1990/10/1
大型汽车,A14517,柴油,1990/10/1
大型汽车,A14516,柴油,1990/10/1
大型汽车,A14520,柴油,1990/10/1
大型汽车,A14549,柴油,1990/10/1
大型汽车,A19427,柴油,1990/10/10
大型汽车,A19425,柴油,1990/10/10
大型汽车,A19426,柴油,1990/10/10
大型汽车,A19423,柴油,1990/10/10
大型汽车,A19422,柴油,1990/10/10
大型汽车,A19428,柴油,1990/10/10
大型汽车,A19424,柴油,1990/10/10
大型汽车,A19434,柴油,1990/10/10
大型汽车,A19432,柴油,1990/10/10
大型汽车,A19433,柴油,1990/10/10
大型汽车,A19430,柴油,1990/10/10
大型汽车,A19431,柴油,1990/10/10
大型汽车,A19429,柴油,1990/10/10
大型汽车,A17057,柴油,1990/10/11
大型汽车,A15166,柴油,1990/10/24
小型汽车,A62679,柴油,1990/10/26
大型汽车,A00495,柴油,1990/11/1
大型汽车,A00494,柴油,1990/11/1
大型汽车,A00490,柴油,1990/11/1
大型汽车,A00496,柴油,1990/11/1
大型汽车,A00491,柴油,1990/11/1
大型汽车,A00489,柴油,1990/11/1
大型汽车,A14533,柴油,1990/11/1
大型汽车,A14535,柴油,1990/11/1
大型汽车,A14539,柴油,1990/11/1
大型汽车,A10263,柴油,1990/11/1
大型汽车,A14534,柴油,1990/11/1
大型汽车,A20797,柴油,1990/11/1
大型汽车,A20795,柴油,1990/11/1
大型汽车,A20800,柴油,1990/11/1
大型汽车,A20799,柴油,1990/11/1
大型汽车,A20798,柴油,1990/11/1
大型汽车,A20796,柴油,1990/11/1
大型汽车,A14536,柴油,1990/11/1
低速车,A00824,柴油,1990/11/10
小型汽车,A13237,柴油,1990/11/13
小型汽车,A04174,柴油,1990/11/17
小型汽车,A13095,柴油,1990/11/19
大型汽车,A14074,柴油,1990/12/1
大型汽车,A13136,柴油,1990/12/1
大型汽车,A21437,柴油,1990/12/1
大型汽车,A21447,柴油,1990/12/1
大型汽车,A21204,柴油,1990/12/1
大型汽车,A21203,柴油,1990/12/1
大型汽车,A21207,柴油,1990/12/1
大型汽车,A21206,柴油,1990/12/1
大型汽车,A21252,柴油,1990/12/1
大型汽车,A21306,柴油,1990/12/1
大型汽车,A21445,柴油,1990/12/1
大型汽车,A21305,柴油,1990/12/1
大型汽车,A21442,柴油,1990/12/1
大型汽车,A21446,柴油,1990/12/1
大型汽车,A21205,柴油,1990/12/1
大型汽车,A21251,柴油,1990/12/1
大型汽车,A21441,柴油,1990/12/1
大型汽车,A21439,柴油,1990/12/1
大型汽车,A21256,柴油,1990/12/1
大型汽车,A21440,柴油,1990/12/1
大型汽车,A21303,柴油,1990/12/1
大型汽车,A21253,柴油,1990/12/1
大型汽车,A21448,柴油,1990/12/1
大型汽车,A21310,柴油,1990/12/1
大型汽车,A21254,柴油,1990/12/1
大型汽车,A21200,柴油,1990/12/1
大型汽车,A21201,柴油,1990/12/1
大型汽车,A21302,柴油,1990/12/1
大型汽车,A21307,柴油,1990/12/1
大型汽车,A21202,柴油,1990/12/1
大型汽车,A21449,柴油,1990/12/1
大型汽车,A21443,柴油,1990/12/1
大型汽车,A21304,柴油,1990/12/1
大型汽车,A21255,柴油,1990/12/1
大型汽车,A21308,柴油,1990/12/1
大型汽车,A21311,柴油,1990/12/1
大型汽车,A21309,柴油,1990/12/1
大型汽车,A19255,柴油,1990/12/1
大型汽车,A19261,柴油,1990/12/1
大型汽车,A11445,柴油,1990/12/4
大型汽车,A17529,柴油,1990/12/7
小型汽车,A01994,柴油,1990/12/7
小型汽车,A01916,柴油,1990/12/7
小型汽车,A01725,柴油,1990/12/7
小型汽车,A01400,柴油,1990/12/7
大型汽车,A06231,柴油,1990/12/9
小型汽车,A01259,柴油,1990/12/17
大型汽车,A19256,柴油,1990/12/23
大型汽车,A19257,柴油,1990/12/23
大型汽车,A19258,柴油,1990/12/23
大型汽车,A19259,柴油,1990/12/23
大型汽车,A19260,柴油,1990/12/23
低速车,A01513,柴油,1990/12/24
大型汽车,A21659,柴油,1990/12/28
大型汽车,A21877,柴油,1991/1/1
大型汽车,A21883,柴油,1991/1/1
大型汽车,A07605,柴油,1991/1/1
大型汽车,A21878,柴油,1991/1/1
大型汽车,A21039,柴油,1991/1/1
大型汽车,A21880,柴油,1991/1/1
大型汽车,A08489,柴油,1991/1/1
大型汽车,A21038,柴油,1991/1/1
大型汽车,A21882,柴油,1991/1/1
大型汽车,A06510,柴油,1991/1/1
大型汽车,A42164,柴油,1991/1/1
大型汽车,A19206,柴油,1991/1/1
大型汽车,A06372,柴油,1991/1/1
大型汽车,A20953,柴油,1991/1/1
大型汽车,A19205,柴油,1991/1/1
大型汽车,A20859,柴油,1991/1/1
大型汽车,A06369,柴油,1991/1/1
大型汽车,A20821,柴油,1991/1/1
大型汽车,A41650,柴油,1991/1/1
大型汽车,A11410,柴油,1991/1/1
大型汽车,A21889,柴油,1991/1/1
大型汽车,A40398,柴油,1991/1/1
大型汽车,A40394,柴油,1991/1/1
大型汽车,A40397,柴油,1991/1/1
大型汽车,A40396,柴油,1991/1/1
大型汽车,A19204,柴油,1991/1/1
大型汽车,A19202,柴油,1991/1/1
大型汽车,A21053,柴油,1991/1/1
大型汽车,A19201,柴油,1991/1/1
大型汽车,A19203,柴油,1991/1/1
小型汽车,A06382,柴油,1991/1/1
小型汽车,A13438,柴油,1991/1/1
低速车,A01089,柴油,1991/1/5
小型汽车,A03102,柴油,1991/1/7
大型汽车,A06308,柴油,1991/1/8
小型汽车,A06303,柴油,1991/1/8
大型汽车,A02970,柴油,1991/1/10
大型汽车,A19439,柴油,1991/1/13
大型汽车,A19438,柴油,1991/1/13
大型汽车,A19436,柴油,1991/1/13
大型汽车,A19437,柴油,1991/1/13
大型汽车,A19440,柴油,1991/1/13
大型汽车,A19441,柴油,1991/1/13
小型汽车,A27684,柴油,1991/1/15
大型汽车,A21041,柴油,1991/1/19
大型汽车,A21040,柴油,1991/1/19
低速车,A01404,柴油,1991/1/22
低速车,A01056,柴油,1991/1/24
低速车,A01057,柴油,1991/1/24
大型汽车,A07606,柴油,1991/1/25
大型汽车,A05295,柴油,1991/1/26
小型汽车,A16723,柴油,1991/1/30
大型汽车,A02671,柴油,1991/2/1
大型汽车,A19398,柴油,1991/2/1
大型汽车,A19210,柴油,1991/2/5
大型汽车,A19209,柴油,1991/2/5
大型汽车,A19208,柴油,1991/2/5
大型汽车,A19207,柴油,1991/2/5
大型汽车,A40401,柴油,1991/2/21
大型汽车,A40402,柴油,1991/2/21
大型汽车,A22072,柴油,1991/2/28
大型汽车,A21103,柴油,1991/3/1
大型汽车,A21102,柴油,1991/3/1
大型汽车,A21101,柴油,1991/3/1
大型汽车,A21100,柴油,1991/3/1
大型汽车,A05814,柴油,1991/3/1
大型汽车,A21503,柴油,1991/3/1
大型汽车,A11316,柴油,1991/3/1
大型汽车,A21505,柴油,1991/3/1
大型汽车,A21612,柴油,1991/3/1
大型汽车,A21500,柴油,1991/3/1
大型汽车,A40411,柴油,1991/3/1
大型汽车,A21502,柴油,1991/3/1
大型汽车,A21506,柴油,1991/3/1
大型汽车,A21501,柴油,1991/3/1
大型汽车,A21499,柴油,1991/3/1
大型汽车,A14540,柴油,1991/3/1
大型汽车,A00131,柴油,1991/3/2
大型汽车,A19353,柴油,1991/3/6
大型汽车,A19355,柴油,1991/3/6
大型汽车,A19357,柴油,1991/3/6
大型汽车,A19354,柴油,1991/3/6
大型汽车,A19359,柴油,1991/3/6
大型汽车,A19361,柴油,1991/3/6
大型汽车,A19362,柴油,1991/3/6
大型汽车,A19360,柴油,1991/3/6
大型汽车,A19356,柴油,1991/3/6
大型汽车,A19358,柴油,1991/3/6
小型汽车,A04226,柴油,1991/3/8
小型汽车,A06540,柴油,1991/3/8
大型汽车,A07452,柴油,1991/3/12
大型汽车,A15605,柴油,1991/3/13
大型汽车,A15603,柴油,1991/3/13
大型汽车,A15608,柴油,1991/3/13
大型汽车,A03354,柴油,1991/3/26
大型汽车,A19199,柴油,1991/3/26
大型汽车,A08529,柴油,1991/3/30
大型汽车,A15794,柴油,1991/3/31
大型汽车,A14266,柴油,1991/4/1
大型汽车,A09545,柴油,1991/4/1
大型汽车,A10823,柴油,1991/4/1
大型汽车,A08996,柴油,1991/4/1
大型汽车,A21400,柴油,1991/4/1
大型汽车,A21403,柴油,1991/4/1
大型汽车,A21396,柴油,1991/4/1
大型汽车,A21402,柴油,1991/4/1
大型汽车,A10603,柴油,1991/4/1
大型汽车,A21397,柴油,1991/4/1
大型汽车,A21401,柴油,1991/4/1
大型汽车,A21359,柴油,1991/4/1
大型汽车,A21545,柴油,1991/4/1
大型汽车,A21355,柴油,1991/4/1
大型汽车,A21358,柴油,1991/4/1
大型汽车,A21552,柴油,1991/4/1
大型汽车,A21546,柴油,1991/4/1
大型汽车,A21399,柴油,1991/4/1
大型汽车,A21551,柴油,1991/4/1
大型汽车,A21547,柴油,1991/4/1
大型汽车,A21544,柴油,1991/4/1
大型汽车,A21356,柴油,1991/4/1
大型汽车,A21550,柴油,1991/4/1
大型汽车,A21548,柴油,1991/4/1
大型汽车,A21553,柴油,1991/4/1
大型汽车,A21354,柴油,1991/4/1
大型汽车,A21549,柴油,1991/4/1
大型汽车,A21357,柴油,1991/4/1
大型汽车,A21398,柴油,1991/4/1
低速车,A01170,柴油,1991/4/1
大型汽车,A20509,柴油,1991/4/2
小型汽车,A01681,柴油,1991/4/11
小型汽车,A01655,柴油,1991/4/11
小型汽车,A05431,柴油,1991/4/11
小型汽车,A05430,柴油,1991/4/11
小型汽车,A14237,柴油,1991/4/17
小型汽车,A01660,柴油,1991/4/21
大型汽车,A16664,柴油,1991/4/22
大型汽车,A15034,柴油,1991/4/26
大型汽车,A04169,柴油,1991/5/1
大型汽车,A22067,柴油,1991/5/1
大型汽车,A22066,柴油,1991/5/1
大型汽车,A20215,柴油,1991/5/1
大型汽车,A19400,柴油,1991/5/1
大型汽车,A20519,柴油,1991/5/1
大型汽车,A20219,柴油,1991/5/1
大型汽车,A20220,柴油,1991/5/1
大型汽车,A20222,柴油,1991/5/1
大型汽车,A20221,柴油,1991/5/1
大型汽车,A20224,柴油,1991/5/1
大型汽车,A20511,柴油,1991/5/1
大型汽车,A20517,柴油,1991/5/1
大型汽车,A20516,柴油,1991/5/1
大型汽车,A20521,柴油,1991/5/1
大型汽车,A20520,柴油,1991/5/1
大型汽车,A20216,柴油,1991/5/1
大型汽车,A20218,柴油,1991/5/1
大型汽车,A12727,柴油,1991/5/1
大型汽车,A20213,柴油,1991/5/1
大型汽车,A20212,柴油,1991/5/1
大型汽车,A20211,柴油,1991/5/1
大型汽车,A19399,柴油,1991/5/1
大型汽车,A20223,柴油,1991/5/1
大型汽车,A20522,柴油,1991/5/1
大型汽车,A20515,柴油,1991/5/1
大型汽车,A20225,柴油,1991/5/1
大型汽车,A20518,柴油,1991/5/1
大型汽车,A20512,柴油,1991/5/1
大型汽车,A20217,柴油,1991/5/1
大型汽车,A01237,柴油,1991/5/4
小型汽车,A26434,柴油,1991/5/5
大型汽车,A15052,柴油,1991/5/7
低速车,A01466,柴油,1991/5/8
大型汽车,A16302,柴油,1991/5/10
大型汽车,A16305,柴油,1991/5/10
大型汽车,A16301,柴油,1991/5/10
大型汽车,A16304,柴油,1991/5/10
大型汽车,A16303,柴油,1991/5/10
大型汽车,A20523,柴油,1991/5/12
大型汽车,A08097,柴油,1991/5/18
小型汽车,A03911,柴油,1991/5/19
大型汽车,A01472,柴油,1991/5/20
大型汽车,A01471,柴油,1991/5/20
小型汽车,A21187,柴油,1991/5/22
小型汽车,A16976,柴油,1991/5/25
小型汽车,A01366,柴油,1991/5/25
大型汽车,A14899,柴油,1991/6/1
大型汽车,A20527,柴油,1991/6/1
大型汽车,A04028,柴油,1991/6/1
大型汽车,A20524,柴油,1991/6/1
大型汽车,A20526,柴油,1991/6/1
大型汽车,A20528,柴油,1991/6/1
大型汽车,A20525,柴油,1991/6/1
大型汽车,A04027,柴油,1991/6/1
大型汽车,A01227,柴油,1991/6/4
大型汽车,A08400,柴油,1991/6/4
大型汽车,A12783,柴油,1991/6/6
大型汽车,A12787,柴油,1991/6/6
大型汽车,A12784,柴油,1991/6/6
大型汽车,A15596,柴油,1991/6/11
大型汽车,A15297,柴油,1991/6/12
大型汽车,A16472,柴油,1991/6/13
大型汽车,A14091,柴油,1991/6/18
大型汽车,A11999,柴油,1991/6/19
低速车,A01622,柴油,1991/6/23
大型汽车,A20435,柴油,1991/6/29
大型汽车,A20428,柴油,1991/6/30
大型汽车,A20432,柴油,1991/6/30
大型汽车,A20426,柴油,1991/6/30
大型汽车,A20427,柴油,1991/6/30
大型汽车,A20430,柴油,1991/6/30
大型汽车,A20429,柴油,1991/6/30
大型汽车,A20433,柴油,1991/6/30
大型汽车,A20431,柴油,1991/6/30
大型汽车,A02637,柴油,1991/7/1
大型汽车,A20029,柴油,1991/7/1
大型汽车,A14548,柴油,1991/7/1
大型汽车,A21278,柴油,1991/7/1
大型汽车,A21280,柴油,1991/7/1
大型汽车,A14888,柴油,1991/7/1
大型汽车,A21279,柴油,1991/7/1
大型汽车,A14544,柴油,1991/7/1
大型汽车,A21281,柴油,1991/7/1
大型汽车,A14546,柴油,1991/7/1
大型汽车,A14545,柴油,1991/7/1
大型汽车,A14547,柴油,1991/7/1
低速车,A01011,柴油,1991/7/3
大型汽车,A06651,柴油,1991/7/8
小型汽车,A06842,柴油,1991/7/10
低速车,A01580,柴油,1991/7/15
大型汽车,A11891,柴油,1991/7/16
大型汽车,A13298,柴油,1991/7/17
大型汽车,A09854,柴油,1991/7/18
小型汽车,A12316,柴油,1991/7/19
大型汽车,A08804,柴油,1991/7/20
大型汽车,A14259,柴油,1991/7/21
小型汽车,A24964,柴油,1991/7/22
大型汽车,A09853,柴油,1991/7/26
大型汽车,A03080,柴油,1991/7/27
大型汽车,A03079,柴油,1991/7/27
大型汽车,A11342,柴油,1991/7/30
大型汽车,A20228,柴油,1991/8/1
大型汽车,A20227,柴油,1991/8/1
大型汽车,A20226,柴油,1991/8/1
大型汽车,A20229,柴油,1991/8/1
大型汽车,A20230,柴油,1991/8/1
大型汽车,A20434,柴油,1991/8/1
大型汽车,A14529,柴油,1991/8/1
大型汽车,A07478,柴油,1991/8/4
大型汽车,A06584,柴油,1991/8/5
大型汽车,A40407,柴油,1991/8/5
大型汽车,A40399,柴油,1991/8/5
大型汽车,A40406,柴油,1991/8/5
大型汽车,A40410,柴油,1991/8/5
大型汽车,A40403,柴油,1991/8/5
大型汽车,A40405,柴油,1991/8/5
大型汽车,A40404,柴油,1991/8/5
大型汽车,A40408,柴油,1991/8/5
小型汽车,A18784,柴油,1991/8/10
大型汽车,A04025,柴油,1991/8/12
大型汽车,A09985,柴油,1991/8/14
大型汽车,A09983,柴油,1991/8/14
大型汽车,A09984,柴油,1991/8/14
大型汽车,A09988,柴油,1991/8/14
大型汽车,A09989,柴油,1991/8/14
小型汽车,A09049,柴油,1991/8/19
小型汽车,A11015,柴油,1991/8/19
大型汽车,A03084,柴油,1991/8/20
大型汽车,A13347,柴油,1991/8/25
小型汽车,A10747,柴油,1991/8/26
大型汽车,A04413,柴油,1991/8/30
大型汽车,A04411,柴油,1991/8/30
大型汽车,A04412,柴油,1991/8/30
大型汽车,A04410,柴油,1991/8/30
大型汽车,A01767,柴油,1991/8/30
大型汽车,A04786,柴油,1991/8/31
小型汽车,A04227,柴油,1991/8/31
大型汽车,A02060,柴油,1991/9/1
大型汽车,A04026,柴油,1991/9/12
低速车,A01258,柴油,1991/9/12
小型汽车,A19419,柴油,1991/9/16
小型汽车,A04290,柴油,1991/9/18
小型汽车,A15469,柴油,1991/9/20
大型汽车,A15917,柴油,1991/9/28
大型汽车,A15866,柴油,1991/9/28
大型汽车,A16475,柴油,1991/10/1
大型汽车,A06773,柴油,1991/10/1
大型汽车,A22159,柴油,1991/10/1
小型汽车,A27051,柴油,1991/10/1
小型汽车,A01370,柴油,1991/10/1
低速车,A01621,柴油,1991/10/2
低速车,A01190,柴油,1991/10/15
大型汽车,A21661,柴油,1991/10/17
大型汽车,A21662,柴油,1991/10/17
低速车,A01634,柴油,1991/10/27
小型汽车,A20012,柴油,1991/10/28
大型汽车,A17784,柴油,1991/11/1
大型汽车,A07769,柴油,1991/11/1
大型汽车,A17767,柴油,1991/11/1
小型汽车,A15168,柴油,1991/11/2
小型汽车,A04404,柴油,1991/11/6
低速车,A01603,柴油,1991/11/15
小型汽车,A17501,柴油,1991/11/19
小型汽车,A09779,柴油,1991/11/20
小型汽车,A08101,柴油,1991/11/23
大型汽车,A14846,柴油,1991/11/24
低速车,A01585,柴油,1991/11/24
大型汽车,A05581,柴油,1991/11/25
小型汽车,A06294,柴油,1991/11/25
大型汽车,A16247,柴油,1991/12/1
大型汽车,A18538,柴油,1991/12/1
大型汽车,A08716,柴油,1991/12/1
大型汽车,A14760,柴油,1991/12/1
大型汽车,A16474,柴油,1991/12/3
小型汽车,A04405,柴油,1991/12/6
大型汽车,A16473,柴油,1991/12/7
大型汽车,A06634,柴油,1991/12/7
低速车,A01240,柴油,1991/12/11
大型汽车,A20921,柴油,1991/12/15
大型汽车,A07786,柴油,1991/12/15
小型汽车,A06050,柴油,1991/12/16
大型汽车,A07684,柴油,1991/12/17
小型汽车,A19089,柴油,1991/12/18
大型汽车,A06104,柴油,1991/12/19
大型汽车,A06114,柴油,1991/12/19
大型汽车,A06116,柴油,1991/12/19
小型汽车,A11161,柴油,1991/12/20
大型汽车,A00877,柴油,1991/12/21
大型汽车,A18119,柴油,1991/12/21
大型汽车,A06359,柴油,1992/1/1
大型汽车,A15783,柴油,1992/1/1
大型汽车,A05255,柴油,1992/1/1
大型汽车,A06349,柴油,1992/1/1
大型汽车,A06347,柴油,1992/1/1
大型汽车,A11527,柴油,1992/1/1
大型汽车,A19198,柴油,1992/1/1
大型汽车,A06357,柴油,1992/1/1
大型汽车,A15781,柴油,1992/1/1
大型汽车,A15782,柴油,1992/1/1
大型汽车,A06356,柴油,1992/1/1
大型汽车,A06229,柴油,1992/1/1
大型汽车,A05309,柴油,1992/1/1
大型汽车,A06355,柴油,1992/1/1
大型汽车,A06345,柴油,1992/1/1
大型汽车,A06337,柴油,1992/1/1
大型汽车,A06338,柴油,1992/1/1
大型汽车,A11290,柴油,1992/1/1
大型汽车,A11287,柴油,1992/1/1
大型汽车,A11288,柴油,1992/1/1
大型汽车,A06350,柴油,1992/1/1
大型汽车,A11291,柴油,1992/1/1
大型汽车,A06348,柴油,1992/1/1
大型汽车,A06351,柴油,1992/1/1
大型汽车,A06354,柴油,1992/1/1
大型汽车,A17754,柴油,1992/1/1
大型汽车,A17751,柴油,1992/1/1
大型汽车,A11162,柴油,1992/1/1
大型汽车,A11161,柴油,1992/1/1
大型汽车,A04200,柴油,1992/1/1
大型汽车,A04201,柴油,1992/1/1
大型汽车,A10328,柴油,1992/1/1
大型汽车,A07166,柴油,1992/1/1
大型汽车,A17753,柴油,1992/1/1
大型汽车,A17752,柴油,1992/1/1
大型汽车,A20762,柴油,1992/1/1
大型汽车,A20754,柴油,1992/1/1
大型汽车,A20746,柴油,1992/1/1
大型汽车,A20734,柴油,1992/1/1
大型汽车,A20743,柴油,1992/1/1
大型汽车,A20757,柴油,1992/1/1
大型汽车,A20748,柴油,1992/1/1
大型汽车,A20750,柴油,1992/1/1
大型汽车,A05397,柴油,1992/1/1
大型汽车,A14896,柴油,1992/1/1
大型汽车,A04353,柴油,1992/1/1
大型汽车,A20763,柴油,1992/1/1
大型汽车,A20735,柴油,1992/1/1
大型汽车,A20765,柴油,1992/1/1
大型汽车,A20731,柴油,1992/1/1
大型汽车,A20742,柴油,1992/1/1
大型汽车,A20756,柴油,1992/1/1
大型汽车,A20758,柴油,1992/1/1
大型汽车,A20730,柴油,1992/1/1
大型汽车,A20751,柴油,1992/1/1
大型汽车,A20737,柴油,1992/1/1
大型汽车,A20752,柴油,1992/1/1
大型汽车,A20744,柴油,1992/1/1
大型汽车,A12995,柴油,1992/1/1
大型汽车,A12996,柴油,1992/1/1
大型汽车,A12988,柴油,1992/1/1
大型汽车,A20736,柴油,1992/1/1
大型汽车,A20759,柴油,1992/1/1
大型汽车,A20761,柴油,1992/1/1
大型汽车,A07007,柴油,1992/1/1
大型汽车,A20760,柴油,1992/1/1
大型汽车,A20747,柴油,1992/1/1
大型汽车,A20740,柴油,1992/1/1
大型汽车,A20753,柴油,1992/1/1
大型汽车,A20755,柴油,1992/1/1
大型汽车,A20732,柴油,1992/1/1
大型汽车,A20745,柴油,1992/1/1
大型汽车,A20738,柴油,1992/1/1
大型汽车,A13024,柴油,1992/1/1
大型汽车,A20741,柴油,1992/1/1
大型汽车,A14620,柴油,1992/1/1
大型汽车,A20764,柴油,1992/1/1
大型汽车,A20733,柴油,1992/1/1
大型汽车,A15060,柴油,1992/1/1
大型汽车,A15059,柴油,1992/1/1
大型汽车,A20739,柴油,1992/1/1
小型汽车,A24485,柴油,1992/1/1
小型汽车,A24987,柴油,1992/1/1
小型汽车,A23551,柴油,1992/1/1
小型汽车,A17429,柴油,1992/1/1
小型汽车,A09421,柴油,1992/1/1
小型汽车,A10553,柴油,1992/1/1
小型汽车,A10014,柴油,1992/1/1
小型汽车,A11085,柴油,1992/1/1
小型汽车,A10994,柴油,1992/1/1
小型汽车,A10960,柴油,1992/1/1
小型汽车,A16526,柴油,1992/1/1
小型汽车,A18032,柴油,1992/1/1
低速车,A01202,柴油,1992/1/1
低速车,A00251,柴油,1992/1/1
低速车,A01116,柴油,1992/1/1
低速车,A01106,柴油,1992/1/1
低速车,A01095,柴油,1992/1/1
大型汽车,A16191,柴油,1992/1/2
大型汽车,A19045,柴油,1992/1/3
大型汽车,A13786,柴油,1992/1/4
大型汽车,A08652,柴油,1992/1/5
大型汽车,A08654,柴油,1992/1/5
大型汽车,A08653,柴油,1992/1/5
大型汽车,A08644,柴油,1992/1/5
大型汽车,A08643,柴油,1992/1/5
大型汽车,A07354,柴油,1992/1/6
大型汽车,A13937,柴油,1992/1/6
大型汽车,A13930,柴油,1992/1/6
低速车,A02342,柴油,1992/1/7
大型汽车,A05913,柴油,1992/1/9
小型汽车,A26241,柴油,1992/1/9
大型汽车,A05909,柴油,1992/1/10
大型汽车,A11571,柴油,1992/1/10
大型汽车,A01778,柴油,1992/1/13
小型汽车,A12688,柴油,1992/1/15
大型汽车,A06474,柴油,1992/1/16
大型汽车,A13549,柴油,1992/1/16
大型汽车,A03476,柴油,1992/1/17
大型汽车,A14397,柴油,1992/1/20
大型汽车,A04643,柴油,1992/1/21
大型汽车,A05854,柴油,1992/1/23
